#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2022-07-08T00:50:59 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ62c77f2d143f3	
#INFO	-out.max=unlimited	
#INFO	queryParameters=19	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:J/AJ/157/12&tab:{J/AJ/157/12/table3}&key:source=J/AJ/157/12/table3&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/157/12/table3
#-order=I
#-out=GLON
#-out=GLAT
#-out=RAJ2000
#-out=DEJ2000
#-out=Diam-a
#-out=Diam-b
#-out=Name
#-out=Class1
#-out=Class2
#

#RESOURCE=yCat_51570012
#Name: J/AJ/157/12
#Title: Star clusters, associations, & candidates in the MW (Bica+, 2019)
#Table	J_AJ_157_12_table3:
#Name: J/AJ/157/12/table3
#Title: Clusters, candidates and alike objects
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	GLON	(F6.2)	Galactic longitude	[ucd=pos.galactic.lon]
#Column	GLAT	(F6.2)	Galactic latitude	[ucd=pos.galactic.lat]
#Column	RAJ2000	(A8)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Diam-a	(F7.2)	[0.01/4560] Major axis diameter	[ucd=phys.angSize]
#Column	Diam-b	(F7.2)	[0.01/2400] Minor axis diameter	[ucd=phys.angSize]
#Column	Name	(a112)	Chronologically ordered cross-identified designation(s)	[ucd=meta.id.cross]
#Column	Class1	(a5)	Object type (G1)	[ucd=src.class]
#Column	Class2	(A5)	Possible second object type (G1)	[ucd=src.class]
_RAJ2000|_DEJ2000|GLON|GLAT|RAJ2000|DEJ2000|Diam-a|Diam-b|Name|Class1|Class2
266.77500|-26.94778|  1.87|  0.75|17 47 06|-26 56 52|   1.70|   1.70|Ryu 550                                                                                                         |OC   |
269.89583|-28.55528|  1.88| -2.44|17 59 35|-28 33 19|   0.70|   0.50|DB 32,Dutra-Bica 32,MWSC 2768                                                                                   |OCC  |
268.80417|-28.00528|  1.88| -1.33|17 55 13|-28 00 19|   6.00|   6.00|Cmg 464                                                                                                         |EC   |
272.64167|-29.87222|  1.90| -5.18|18 10 34|-29 52 20|   2.10|   2.10|Ryu 160                                                                                                         |OC   |
266.38333|-26.69722|  1.90|  1.18|17 45 32|-26 41 50|   0.80|   0.60|DB 33,Dutra-Bica 33,MWSC 2679                                                                                   |OCC  |Ast
268.99167|-28.03056|  1.94| -1.49|17 55 58|-28 01 50|   3.00|   3.00|Cmg 465                                                                                                         |EC   |
271.60417|-29.30806|  1.96| -4.11|18 06 25|-29 18 29|   4.00|   4.00|Minni 32,Minniti 32                                                                                             |GCC  |
272.18750|-29.56806|  1.97| -4.68|18 08 45|-29 34 05|   6.00|   6.00|ESO 456-60                                                                                                      |OCC  |
270.05000|-28.52250|  1.98| -2.54|18 00 12|-28 31 21|   2.20|   2.20|Ryu 551                                                                                                         |OC   |
264.31250|-25.36778|  2.05|  3.46|17 37 15|-25 22 04|   1.10|   1.10|Ryu 552                                                                                                         |OC   |
265.92500|-26.22250|  2.09|  1.78|17 43 42|-26 13 21|   4.00|   4.00|Pal 6,Palomar 6,GCL 75,ESO 520-21,MWSC 2669                                                                     |GC   |
268.30417|-27.47778|  2.11| -0.69|17 53 13|-27 28 40|   2.00|   2.00|Alessi J1753.2-2729                                                                                             |Ast  |lPOCR
265.31667|-25.84500|  2.12|  2.45|17 41 16|-25 50 42|   4.00|   4.00|Minni 49,Minniti 49                                                                                             |GCC  |
267.91250|-27.22917|  2.15| -0.26|17 51 39|-27 13 45|   2.00|   2.00|Ryu 553                                                                                                         |OC   |
250.20417|-16.01917|  2.15| 19.62|16 40 49|-16 01 09|   7.00|   7.00|FSR 10,MWSC 2442                                                                                                |OC   |
267.78333|-27.14722|  2.16| -0.11|17 51 08|-27 08 50|   0.80|   0.50|DB 34,Dutra-Bica 34                                                                                             |Ast  |OCC
263.37917|-24.68083|  2.17|  4.55|17 33 31|-24 40 51|   2.10|   2.10|Ryu 161                                                                                                         |OC   |
264.41667|-25.25000|  2.20|  3.45|17 37 40|-25 15 00|   1.30|   1.30|DB 59,Dutra-Bica 59,DB2001 1,BDB 3,MWSC 2648,MWSC 2645                                                          |OC   |
268.32083|-27.36944|  2.21| -0.64|17 53 17|-27 22 10|   5.00|   3.50|Czernik 37,OCL 8,BH 253,ESO 521-3,MWSC 2737                                                                     |OC   |
269.95000|-28.17500|  2.23| -2.29|17 59 48|-28 10 30|   7.00|   7.00|Trumpler 31,Collinder 357,OCL 9,ESO 456-33,MWSC 2769                                                            |lPOCR|OC
267.50833|-26.87333|  2.27|  0.23|17 50 02|-26 52 24|   3.60|   2.40|LMR 9                                                                                                           |EC   |Assoc
270.45000|-28.36000|  2.30| -2.77|18 01 48|-28 21 36|   4.00|   4.00|Minni 24,Minniti 24                                                                                             |GCC  |
272.90417|-29.53806|  2.30| -5.22|18 11 37|-29 32 17|   1.10|   1.10|Minni 17,Minniti 17                                                                                             |GC   |
267.50833|-26.84167|  2.30|  0.25|17 50 02|-26 50 30|   5.00|   3.00|Bica 25                                                                                                         |EC   |
274.05833|-30.06833|  2.31| -6.35|18 16 14|-30 04 06|   1.20|   0.80|Schmitz J1816.2-3004                                                                                            |OCC  |cPOCR
266.45417|-26.25278|  2.31|  1.36|17 45 49|-26 15 10|   0.50|   0.40|DB 35,Dutra-Bica 35                                                                                             |OC   |
266.40833|-26.20278|  2.33|  1.42|17 45 38|-26 12 10|   1.10|   1.10|DB 37,Dutra-Bica 37,MWSC 2680                                                                                   |EC   |
266.42500|-26.21528|  2.33|  1.40|17 45 42|-26 12 55|   1.50|   1.50|DB 36,Dutra-Bica 36,MWSC 2683                                                                                   |OCC  |Ast
273.12917|-29.57583|  2.36| -5.40|18 12 31|-29 34 33|   3.00|   2.00|ESO 456-72,MWSC 2840                                                                                            |OC   |
275.60000|-30.65250|  2.40| -7.80|18 22 24|-30 39 09|   4.00|   4.00|Minni 84,Minniti 84                                                                                             |GCC  |
269.77500|-27.87278|  2.42| -2.01|17 59 06|-27 52 22|   1.70|   1.70|Ryu 554                                                                                                         |OC   |
267.14583|-26.50056|  2.42|  0.70|17 48 35|-26 30 02|   7.00|   7.00|Cmg 466                                                                                                         |ECC  |
262.65000|-23.93500|  2.44|  5.51|17 30 36|-23 56 06|  22.00|  22.00|MWSC 4355                                                                                                       |OC   |
272.91667|-29.36417|  2.46| -5.14|18 11 40|-29 21 51|   2.00|   2.00|Schmitz J1811.7-2922                                                                                            |Ast  |OC
270.02083|-27.92667|  2.49| -2.23|18 00 05|-27 55 36|   2.00|   2.00|Teutsch J1800.0-2755                                                                                            |Ast  |OCC
273.94583|-29.81278|  2.49| -6.15|18 15 47|-29 48 46|   0.70|   0.70|Patchick 99                                                                                                     |GCC  |OCC
267.90417|-26.79861|  2.52| -0.03|17 51 37|-26 47 55|   1.70|   1.30|LMR 10                                                                                                          |EC   |Assoc
265.65000|-25.55611|  2.53|  2.34|17 42 36|-25 33 22|   1.00|   1.00|Minni 12,Minniti 12                                                                                             |GC   |
267.69583|-26.62222|  2.57|  0.22|17 50 47|-26 37 20|   2.20|   2.20|Ryu 555                                                                                                         |OC   |
269.65417|-27.63972|  2.57| -1.80|17 58 37|-27 38 23|   4.00|   4.00|Minni 31,Minniti 31                                                                                             |GCC  |
267.24583|-26.35278|  2.59|  0.70|17 48 59|-26 21 10|   0.80|   0.80|DB 38,Dutra-Bica 38                                                                                             |OCC  |Ast
267.76667|-26.62389|  2.60|  0.16|17 51 04|-26 37 26|   2.40|   1.60|LMR 11                                                                                                          |EC   |Assoc
268.76250|-27.14417|  2.60| -0.86|17 55 03|-27 08 39|   0.70|   0.50|DB 39,Dutra-Bica 39                                                                                             |OCC  |Ast
272.19583|-28.87028|  2.60| -4.36|18 08 47|-28 52 13|   1.00|   1.00|Schmitz J1808.8-2852                                                                                            |Ast  |OCC
267.79583|-26.62861|  2.61|  0.13|17 51 11|-26 37 43|   2.00|   2.00|Bica 26                                                                                                         |ECC  |
340.46250|-38.10000|  2.65|-60.78|22 41 51|-38 06 00|  20.00|  20.00|Ferrero 25                                                                                                      |Ast  |
268.31667|-26.78111|  2.71| -0.34|17 53 16|-26 46 52|   1.00|   1.00|DB 40,Dutra-Bica 40,MWSC 2736                                                                                   |OC   |
256.09583|-19.45556|  2.72| 13.06|17 04 23|-19 27 20|   3.00|   3.00|ESO 587-4,MWSC 2527                                                                                             |OC   |cPOCR
291.37500|-35.82250|  2.76|-21.95|19 25 30|-35 49 21|  11.00|  11.00|MWSC 5713                                                                                                       |OC   |
270.45417|-27.82583|  2.77| -2.50|18 01 49|-27 49 33|   3.20|   3.20|ESO 456-38,Djorg 2,Djorgovski 2,MWSC 2779                                                                       |GC   |
275.92083|-30.36111|  2.79| -7.91|18 23 41|-30 21 40|   6.50|   6.50|NGC 6624,GCL 93,BH 262,ESO 457-11,FSR 11,MWSC 2906                                                              |GC   |
268.26250|-26.65611|  2.80| -0.23|17 53 03|-26 39 22|   0.30|   0.30|DB 41,Dutra-Bica 41                                                                                             |OCC  |Ast
269.68750|-27.34694|  2.84| -1.68|17 58 45|-27 20 49|   1.10|   1.10|Ryu 556                                                                                                         |OC   |
267.67917|-26.30472|  2.84|  0.39|17 50 43|-26 18 17|   0.60|   0.60|Bica 27                                                                                                         |OCC  |
267.67917|-26.29167|  2.84|  0.39|17 50 43|-26 17 30|   1.50|   1.50|DB 42,Dutra-Bica 42                                                                                             |OC   |
280.80417|-32.29194|  2.85|-12.51|18 43 13|-32 17 31|  13.00|  13.00|M 70,NGC 6681,GCL 101,ESO 458-3,FSR 12,MWSC 2981                                                                |GC   |
268.02917|-26.47083|  2.85|  0.03|17 52 07|-26 28 15|   0.30|   0.30|DB 43,Dutra-Bica 43                                                                                             |ECC  |Ast
268.10417|-26.49639|  2.87| -0.03|17 52 25|-26 29 47|   5.10|   3.20|LMR 12                                                                                                          |EC   |Assoc
270.85417|-27.88611|  2.88| -2.84|18 03 25|-27 53 10|   6.00|   6.00|NGC 6520,Melotte 187,Collinder 361,OCL 10,BH 255,ESO 456-42,MWSC 2790                                           |OC   |
264.92917|-24.73139|  2.89|  3.33|17 39 43|-24 43 53|   2.70|   2.70|Ryu 162                                                                                                         |OC   |
266.39583|-25.47056|  2.95|  1.81|17 45 35|-25 28 14|   0.35|   0.35|VVV 144,VVV-CL 144                                                                                              |OC   |
266.40833|-25.46056|  2.97|  1.81|17 45 38|-25 27 38|   0.80|   0.80|VVV 145,VVV-CL 145                                                                                              |OC   |
256.62917|-19.44500|  3.04| 12.66|17 06 31|-19 26 42|  26.00|  26.00|MWSC 4312                                                                                                       |OC   |
265.41250|-24.69083|  3.15|  2.98|17 41 39|-24 41 27|   1.80|   1.80|Ryu 557                                                                                                         |OC   |
270.17500|-27.17167|  3.21| -1.97|18 00 42|-27 10 18|   4.00|   4.00|Minni 51,Minniti 51                                                                                             |GCC  |
271.57500|-27.86333|  3.22| -3.39|18 06 18|-27 51 48|   1.00|   1.00|Teutsch J1806.3-2751                                                                                            |Ast  |OC
271.53750|-27.76528|  3.29| -3.31|18 06 09|-27 45 55|   3.00|   3.00|NGC 6540,Collinder 364,OCL 11,BH 258,ESO 456-53,Djorgovski 3,MWSC 2804                                          |GC   |
268.35833|-26.12917|  3.30| -0.04|17 53 26|-26 07 45|   7.20|   4.80|LMR 13                                                                                                          |Assoc|
268.05000|-25.88333|  3.35|  0.30|17 52 12|-25 53 00|  60.00|  60.00|UBC 15                                                                                                          |Ast  |
273.52500|-28.63667|  3.35| -5.26|18 14 06|-28 38 12|   2.00|   2.00|AL 3,BH 261,ESO 456-78,Andrews-Lindsay 3,MWSC 2847                                                              |GC   |
268.42083|-26.10333|  3.35| -0.08|17 53 41|-26 06 12|   1.50|   1.50|Cmg 467                                                                                                         |ECC  |
265.90000|-24.71806|  3.36|  2.59|17 43 36|-24 43 05|   6.00|   6.00|ESO 520-20,MWSC 2668                                                                                            |OC   |
274.19583|-28.94056|  3.37| -5.93|18 16 47|-28 56 26|   1.20|   1.20|Ryu 558                                                                                                         |OC   |
266.93750|-25.28417|  3.37|  1.49|17 47 45|-25 17 03|   2.70|   2.70|Ryu 163                                                                                                         |OC   |
248.13333|-13.05361|  3.37| 23.01|16 32 32|-13 03 13|  16.00|  16.00|M 107,NGC 6171,GCL 44,MWSC 2422                                                                                 |GC   |
